Time spent on page,Average mouse speed,Average time spent on fields,Average interval between fields,Average mouse angle change,Average variance of x-axis clicks,Jitter count,Tremors count,Backspace count,Repeated key count,isHuman
2.42,186.93,0.19,0.19,61.91,88309.0,1.0,0.0,0.0,0.0,FALSE
1.68,434.79,0.21,0.2,21.57,263022.0,1.0,0.0,0.0,0.0,FALSE
2.18,336.2,0.14,0.21,98.42,421568.0,1.0,0.0,0.0,0.0,FALSE
1.62,351.37,0.22,0.23,129.12,301331.0,1.0,0.0,0.0,0.0,FALSE
1.65,315.17,0.12,0.08,67.77,461374.0,1.0,0.0,0.0,0.0,FALSE
2.64,254.72,0.2,0.19,149.98,273370.0,1.0,0.0,0.0,0.0,FALSE
2.18,182.89,0.18,0.18,33.54,34394.0,1.0,0.0,0.0,0.0,FALSE
2.26,446.38,0.24,0.16,168.2,447618.0,1.0,0.0,0.0,0.0,FALSE
1.6,764.55,0.23,0.2,135.19,456526.0,1.0,0.0,0.0,0.0,FALSE
1.73,871.24,0.08,0.11,151.72,155917.0,1.0,0.0,0.0,0.0,FALSE
2.68,334.36,0.16,0.2,145.59,478702.0,1.0,0.0,0.0,0.0,FALSE
2.5,727.54,0.24,0.16,69.84,138351.0,1.0,0.0,0.0,0.0,FALSE
1.62,185.23,0.14,0.18,163.39,475607.0,1.0,0.0,0.0,0.0,FALSE
2.5,853.98,0.24,0.19,131.71,146111.0,1.0,0.0,0.0,0.0,FALSE
1.53,389.93,0.19,0.22,41.7,199700.0,1.0,0.0,0.0,0.0,FALSE
1.98,612.94,0.15,0.23,112.18,32064.0,1.0,0.0,0.0,0.0,FALSE
2.53,356.04,0.09,0.18,117.84,251066.0,1.0,0.0,0.0,0.0,FALSE
1.9,419.5,0.23,0.21,131.67,224564.0,1.0,0.0,0.0,0.0,FALSE
2.02,955.08,0.21,0.23,19.63,251483.0,1.0,0.0,0.0,0.0,FALSE
2.12,371.92,0.21,0.19,73.37,364125.0,1.0,0.0,0.0,0.0,FALSE
2.4,323.77,0.19,0.19,72.13,172105.0,1.0,0.0,0.0,0.0,FALSE
2.15,199.83,0.08,0.18,12.98,346096.0,1.0,0.0,0.0,0.0,FALSE
1.83,453.82,0.15,0.12,103.16,199633.0,1.0,0.0,0.0,0.0,FALSE
1.81,528.91,0.08,0.15,141.44,496617.0,1.0,0.0,0.0,0.0,FALSE
1.55,429.77,0.13,0.18,105.95,245783.0,1.0,0.0,0.0,0.0,FALSE
2.36,242.65,0.14,0.18,30.44,240246.0,1.0,0.0,0.0,0.0,FALSE
2.62,841.08,0.22,0.17,131.57,57106.0,1.0,0.0,0.0,0.0,FALSE
2.03,210.06,0.13,0.07,95.05,66705.0,1.0,0.0,0.0,0.0,FALSE
1.85,260.01,0.11,0.09,97.71,264969.0,1.0,0.0,0.0,0.0,FALSE
2.04,535.11,0.17,0.2,161.26,412322.0,1.0,0.0,0.0,0.0,FALSE
2.45,707.03,0.17,0.23,131.99,330214.0,1.0,0.0,0.0,0.0,FALSE
2.46,337.49,0.12,0.18,32.7,246275.0,1.0,0.0,0.0,0.0,FALSE
2.25,650.96,0.2,0.1,118.65,472787.0,1.0,0.0,0.0,0.0,FALSE
1.92,577.76,0.07,0.14,34.13,236277.0,1.0,0.0,0.0,0.0,FALSE
1.53,920.16,0.1,0.23,19.3,186487.0,1.0,0.0,0.0,0.0,FALSE
1.6,381.52,0.17,0.24,158.69,399841.0,1.0,0.0,0.0,0.0,FALSE
2.62,632.32,0.23,0.15,1.29,491538.0,1.0,0.0,0.0,0.0,FALSE
2.29,970.98,0.18,0.13,116.92,457122.0,1.0,0.0,0.0,0.0,FALSE
2.66,162.49,0.11,0.2,106.8,206602.0,1.0,0.0,0.0,0.0,FALSE
2.57,434.79,0.22,0.13,36.89,293517.0,1.0,0.0,0.0,0.0,FALSE
1.58,194.42,0.25,0.09,63.79,485539.0,1.0,0.0,0.0,0.0,FALSE
2.06,510.67,0.09,0.2,36.07,441062.0,1.0,0.0,0.0,0.0,FALSE
1.65,433.75,0.18,0.19,91.32,43307.0,1.0,0.0,0.0,0.0,FALSE
1.73,344.73,0.17,0.24,119.82,180905.0,1.0,0.0,0.0,0.0,FALSE
1.55,371.51,0.09,0.09,124.29,232986.0,1.0,0.0,0.0,0.0,FALSE
1.85,197.63,0.17,0.16,43.64,43521.0,1.0,0.0,0.0,0.0,FALSE
2.5,521.93,0.2,0.16,140.74,26944.0,1.0,0.0,0.0,0.0,FALSE
1.7,346.91,0.14,0.16,95.15,486389.0,1.0,0.0,0.0,0.0,FALSE
1.93,121.51,0.11,0.22,33.95,264092.0,1.0,0.0,0.0,0.0,FALSE
2.63,893.13,0.07,0.11,114.81,258768.0,1.0,0.0,0.0,0.0,FALSE
2.34,354.04,0.23,0.1,139.44,83458.0,1.0,0.0,0.0,0.0,FALSE
1.83,700.28,0.14,0.11,168.6,127390.0,1.0,0.0,0.0,0.0,FALSE
2.1,957.25,0.21,0.22,173.0,478693.0,1.0,0.0,0.0,0.0,FALSE
1.55,587.23,0.23,0.24,41.51,452897.0,1.0,0.0,0.0,0.0,FALSE
1.91,827.93,0.18,0.1,146.47,63367.0,1.0,0.0,0.0,0.0,FALSE
2.41,478.5,0.22,0.16,133.75,12552.0,1.0,0.0,0.0,0.0,FALSE
2.58,988.12,0.18,0.16,27.08,306760.0,1.0,0.0,0.0,0.0,FALSE
2.51,552.44,0.13,0.07,59.62,332032.0,1.0,0.0,0.0,0.0,FALSE
1.96,727.43,0.21,0.23,17.08,248742.0,1.0,0.0,0.0,0.0,FALSE
2.45,742.78,0.14,0.17,7.12,229115.0,1.0,0.0,0.0,0.0,FALSE
1.7,604.96,0.07,0.24,91.48,254371.0,1.0,0.0,0.0,0.0,FALSE
2.18,814.79,0.15,0.17,93.76,243609.0,1.0,0.0,0.0,0.0,FALSE
1.9,686.3,0.24,0.11,18.26,414946.0,1.0,0.0,0.0,0.0,FALSE
2.14,452.55,0.23,0.15,68.15,89544.0,1.0,0.0,0.0,0.0,FALSE
1.52,161.26,0.09,0.17,25.93,170948.0,1.0,0.0,0.0,0.0,FALSE
2.45,746.07,0.25,0.24,119.55,275617.0,1.0,0.0,0.0,0.0,FALSE
2.11,115.75,0.1,0.2,133.11,248550.0,1.0,0.0,0.0,0.0,FALSE
1.88,347.94,0.16,0.19,49.78,275383.0,1.0,0.0,0.0,0.0,FALSE
2.12,995.75,0.17,0.09,86.01,311513.0,1.0,0.0,0.0,0.0,FALSE
2.54,350.79,0.24,0.24,116.24,272360.0,1.0,0.0,0.0,0.0,FALSE
1.58,221.47,0.23,0.2,151.84,178505.0,1.0,0.0,0.0,0.0,FALSE
1.76,325.99,0.12,0.07,77.93,70743.0,1.0,0.0,0.0,0.0,FALSE
1.83,171.07,0.11,0.21,122.72,210819.0,1.0,0.0,0.0,0.0,FALSE
1.91,913.68,0.1,0.23,24.42,396599.0,1.0,0.0,0.0,0.0,FALSE
2.24,453.72,0.12,0.2,169.58,124484.0,1.0,0.0,0.0,0.0,FALSE
2.41,798.77,0.23,0.24,14.59,294286.0,1.0,0.0,0.0,0.0,FALSE
2.32,761.21,0.17,0.21,134.72,156954.0,1.0,0.0,0.0,0.0,FALSE
1.57,479.62,0.17,0.18,114.86,42326.0,1.0,0.0,0.0,0.0,FALSE
2.24,928.32,0.19,0.23,84.56,91590.0,1.0,0.0,0.0,0.0,FALSE
1.99,876.4,0.24,0.1,56.68,163705.0,1.0,0.0,0.0,0.0,FALSE
2.0,984.35,0.21,0.13,104.66,276016.0,1.0,0.0,0.0,0.0,FALSE
2.05,583.92,0.16,0.22,176.63,369693.0,1.0,0.0,0.0,0.0,FALSE
1.55,242.13,0.15,0.18,169.14,304632.0,1.0,0.0,0.0,0.0,FALSE
2.64,326.9,0.17,0.21,35.55,108010.0,1.0,0.0,0.0,0.0,FALSE
1.84,796.99,0.23,0.17,89.93,422244.0,1.0,0.0,0.0,0.0,FALSE
2.58,170.29,0.16,0.17,30.46,424343.0,1.0,0.0,0.0,0.0,FALSE
1.89,758.45,0.24,0.18,28.84,477446.0,1.0,0.0,0.0,0.0,FALSE
1.51,952.67,0.08,0.25,64.16,31373.0,1.0,0.0,0.0,0.0,FALSE
2.46,498.95,0.24,0.11,83.67,76971.0,1.0,0.0,0.0,0.0,FALSE
1.72,779.36,0.08,0.23,57.73,323613.0,1.0,0.0,0.0,0.0,FALSE
1.88,186.09,0.2,0.21,157.81,289670.0,1.0,0.0,0.0,0.0,FALSE
2.54,588.81,0.08,0.14,15.49,272798.0,1.0,0.0,0.0,0.0,FALSE
2.65,702.01,0.09,0.19,41.78,190791.0,1.0,0.0,0.0,0.0,FALSE
1.8,163.99,0.07,0.2,52.62,418393.0,1.0,0.0,0.0,0.0,FALSE
1.88,303.95,0.19,0.16,53.77,419075.0,1.0,0.0,0.0,0.0,FALSE
1.81,529.99,0.11,0.16,87.02,347174.0,1.0,0.0,0.0,0.0,FALSE
2.02,725.36,0.2,0.08,85.99,205306.0,1.0,0.0,0.0,0.0,FALSE
2.36,810.53,0.12,0.1,77.51,206615.0,1.0,0.0,0.0,0.0,FALSE
1.66,670.64,0.15,0.19,76.09,71433.0,1.0,0.0,0.0,0.0,FALSE
1.8,790.99,0.11,0.16,96.31,490071.0,1.0,0.0,0.0,0.0,FALSE
2.09,163.41,0.09,0.16,30.01,198381.0,1.0,0.0,0.0,0.0,FALSE
1.91,487.79,0.16,0.13,157.06,378743.0,1.0,0.0,0.0,0.0,FALSE
1.57,839.95,0.18,0.08,95.7,198167.0,1.0,0.0,0.0,0.0,FALSE
2.23,366.61,0.14,0.11,137.58,71921.0,1.0,0.0,0.0,0.0,FALSE
1.79,900.46,0.18,0.13,149.4,493157.0,1.0,0.0,0.0,0.0,FALSE
2.03,957.08,0.23,0.22,111.86,55181.0,1.0,0.0,0.0,0.0,FALSE
2.31,939.19,0.21,0.17,88.29,322185.0,1.0,0.0,0.0,0.0,FALSE
2.07,999.36,0.16,0.08,83.1,407671.0,1.0,0.0,0.0,0.0,FALSE
1.54,624.03,0.11,0.23,138.11,292801.0,1.0,0.0,0.0,0.0,FALSE
2.13,930.09,0.13,0.17,66.41,31655.0,1.0,0.0,0.0,0.0,FALSE
1.94,554.71,0.12,0.12,71.7,158633.0,1.0,0.0,0.0,0.0,FALSE
2.56,987.81,0.17,0.16,68.37,399748.0,1.0,0.0,0.0,0.0,FALSE
2.08,193.02,0.16,0.24,83.72,231407.0,1.0,0.0,0.0,0.0,FALSE
2.7,738.54,0.14,0.15,7.71,304392.0,1.0,0.0,0.0,0.0,FALSE
1.99,578.23,0.12,0.18,35.82,247672.0,1.0,0.0,0.0,0.0,FALSE
2.05,168.64,0.2,0.2,175.35,67506.0,1.0,0.0,0.0,0.0,FALSE
1.7,809.81,0.21,0.19,165.17,158063.0,1.0,0.0,0.0,0.0,FALSE
1.6,868.03,0.18,0.2,76.09,156124.0,1.0,0.0,0.0,0.0,FALSE
1.51,469.9,0.09,0.07,99.64,76660.0,1.0,0.0,0.0,0.0,FALSE
2.0,381.63,0.11,0.17,76.71,109625.0,1.0,0.0,0.0,0.0,FALSE
1.87,717.88,0.09,0.07,55.25,287081.0,1.0,0.0,0.0,0.0,FALSE
1.94,913.19,0.2,0.19,84.03,362166.0,1.0,0.0,0.0,0.0,FALSE
1.99,400.73,0.19,0.14,57.71,144017.0,1.0,0.0,0.0,0.0,FALSE
1.75,439.56,0.21,0.07,67.81,312651.0,1.0,0.0,0.0,0.0,FALSE
1.55,139.43,0.12,0.1,169.37,252497.0,1.0,0.0,0.0,0.0,FALSE
2.4,155.78,0.17,0.07,91.5,330066.0,1.0,0.0,0.0,0.0,FALSE
2.5,503.78,0.18,0.22,25.74,270538.0,1.0,0.0,0.0,0.0,FALSE
1.57,502.3,0.23,0.24,23.59,284111.0,1.0,0.0,0.0,0.0,FALSE
2.22,155.75,0.12,0.12,142.04,215552.0,1.0,0.0,0.0,0.0,FALSE
2.37,500.12,0.19,0.2,148.03,450968.0,1.0,0.0,0.0,0.0,FALSE
2.65,851.63,0.24,0.22,101.54,222544.0,1.0,0.0,0.0,0.0,FALSE
2.43,624.98,0.09,0.11,72.03,150647.0,1.0,0.0,0.0,0.0,FALSE
2.49,302.44,0.15,0.19,38.38,406750.0,1.0,0.0,0.0,0.0,FALSE
1.97,610.04,0.18,0.23,2.97,439696.0,1.0,0.0,0.0,0.0,FALSE
1.9,671.34,0.22,0.25,78.94,353826.0,1.0,0.0,0.0,0.0,FALSE
1.56,265.06,0.19,0.13,95.15,169589.0,1.0,0.0,0.0,0.0,FALSE
2.42,663.07,0.09,0.08,49.99,25245.0,1.0,0.0,0.0,0.0,FALSE
2.08,491.95,0.21,0.11,114.89,283828.0,1.0,0.0,0.0,0.0,FALSE
2.0,255.5,0.13,0.15,66.47,192276.0,1.0,0.0,0.0,0.0,FALSE
2.41,906.54,0.12,0.21,161.04,492166.0,1.0,0.0,0.0,0.0,FALSE
1.64,589.82,0.25,0.21,15.98,36927.0,1.0,0.0,0.0,0.0,FALSE
1.77,189.8,0.13,0.08,38.2,229864.0,1.0,0.0,0.0,0.0,FALSE
1.71,641.7,0.16,0.25,65.99,457301.0,1.0,0.0,0.0,0.0,FALSE
2.3,546.62,0.14,0.19,151.26,239523.0,1.0,0.0,0.0,0.0,FALSE
2.36,701.97,0.09,0.21,75.93,483505.0,1.0,0.0,0.0,0.0,FALSE
1.55,639.93,0.09,0.19,154.99,55310.0,1.0,0.0,0.0,0.0,FALSE
2.41,106.23,0.11,0.1,4.61,251589.0,1.0,0.0,0.0,0.0,FALSE
2.33,307.64,0.14,0.15,145.65,220876.0,1.0,0.0,0.0,0.0,FALSE
2.61,189.56,0.23,0.07,141.69,102704.0,1.0,0.0,0.0,0.0,FALSE
1.84,562.18,0.23,0.19,55.81,191215.0,1.0,0.0,0.0,0.0,FALSE
1.79,896.91,0.14,0.18,97.68,452881.0,1.0,0.0,0.0,0.0,FALSE
1.8,211.64,0.21,0.18,41.11,413319.0,1.0,0.0,0.0,0.0,FALSE
1.57,847.71,0.2,0.19,6.34,233173.0,1.0,0.0,0.0,0.0,FALSE
1.77,396.25,0.16,0.22,153.77,145294.0,1.0,0.0,0.0,0.0,FALSE
2.16,864.75,0.12,0.15,15.28,74194.0,1.0,0.0,0.0,0.0,FALSE
1.68,401.36,0.19,0.22,37.55,65173.0,1.0,0.0,0.0,0.0,FALSE
2.4,909.16,0.21,0.18,148.32,442805.0,1.0,0.0,0.0,0.0,FALSE
1.93,494.21,0.2,0.23,172.85,96343.0,1.0,0.0,0.0,0.0,FALSE
1.91,636.36,0.11,0.21,82.33,71947.0,1.0,0.0,0.0,0.0,FALSE
2.05,607.35,0.11,0.12,103.37,259505.0,1.0,0.0,0.0,0.0,FALSE
2.21,509.55,0.07,0.14,152.93,154732.0,1.0,0.0,0.0,0.0,FALSE
2.21,925.29,0.16,0.2,64.22,177646.0,1.0,0.0,0.0,0.0,FALSE
1.59,108.38,0.12,0.15,36.22,241725.0,1.0,0.0,0.0,0.0,FALSE
1.61,279.87,0.15,0.19,168.42,127675.0,1.0,0.0,0.0,0.0,FALSE
2.34,182.38,0.22,0.18,35.32,421041.0,1.0,0.0,0.0,0.0,FALSE
1.83,134.82,0.23,0.21,120.18,264945.0,1.0,0.0,0.0,0.0,FALSE
1.96,422.27,0.2,0.23,9.58,290686.0,1.0,0.0,0.0,0.0,FALSE
2.24,542.8,0.17,0.2,125.5,400232.0,1.0,0.0,0.0,0.0,FALSE
1.89,892.39,0.13,0.15,22.93,193159.0,1.0,0.0,0.0,0.0,FALSE
2.29,403.12,0.13,0.16,80.48,344069.0,1.0,0.0,0.0,0.0,FALSE
1.84,390.96,0.15,0.16,174.58,65954.0,1.0,0.0,0.0,0.0,FALSE
2.11,700.22,0.14,0.19,11.4,335232.0,1.0,0.0,0.0,0.0,FALSE
1.78,877.99,0.15,0.15,60.82,234157.0,1.0,0.0,0.0,0.0,FALSE
2.52,865.22,0.17,0.13,88.01,94347.0,1.0,0.0,0.0,0.0,FALSE
2.29,626.19,0.16,0.11,18.86,321271.0,1.0,0.0,0.0,0.0,FALSE
2.64,362.17,0.15,0.14,83.16,349647.0,1.0,0.0,0.0,0.0,FALSE
2.32,191.71,0.1,0.22,154.25,243886.0,1.0,0.0,0.0,0.0,FALSE
1.64,312.47,0.18,0.19,133.06,121535.0,1.0,0.0,0.0,0.0,FALSE
1.82,961.64,0.09,0.1,90.99,414773.0,1.0,0.0,0.0,0.0,FALSE
2.41,254.65,0.24,0.18,122.09,80140.0,1.0,0.0,0.0,0.0,FALSE
1.64,508.49,0.14,0.14,142.3,299259.0,1.0,0.0,0.0,0.0,FALSE
2.29,247.58,0.14,0.18,101.97,121575.0,1.0,0.0,0.0,0.0,FALSE
2.09,170.72,0.17,0.19,11.73,487265.0,1.0,0.0,0.0,0.0,FALSE
2.53,419.85,0.22,0.1,66.25,85196.0,1.0,0.0,0.0,0.0,FALSE
1.89,573.69,0.23,0.17,59.0,37221.0,1.0,0.0,0.0,0.0,FALSE
2.12,575.92,0.2,0.24,35.99,224731.0,1.0,0.0,0.0,0.0,FALSE
2.43,219.11,0.23,0.15,34.16,428234.0,1.0,0.0,0.0,0.0,FALSE
2.43,109.35,0.17,0.21,65.29,368548.0,1.0,0.0,0.0,0.0,FALSE
2.12,489.76,0.18,0.22,7.29,323373.0,1.0,0.0,0.0,0.0,FALSE
2.01,688.02,0.16,0.16,19.41,311997.0,1.0,0.0,0.0,0.0,FALSE
1.82,200.58,0.22,0.13,8.18,367134.0,1.0,0.0,0.0,0.0,FALSE
1.66,755.89,0.19,0.08,108.94,411044.0,1.0,0.0,0.0,0.0,FALSE
1.81,764.89,0.2,0.21,100.37,383952.0,1.0,0.0,0.0,0.0,FALSE
2.01,685.31,0.08,0.21,24.47,110426.0,1.0,0.0,0.0,0.0,FALSE
2.02,682.06,0.13,0.11,38.35,183423.0,1.0,0.0,0.0,0.0,FALSE
1.57,580.85,0.08,0.11,14.74,171293.0,1.0,0.0,0.0,0.0,FALSE
1.64,616.34,0.08,0.12,43.36,463724.0,1.0,0.0,0.0,0.0,FALSE
1.89,476.61,0.13,0.09,163.12,69487.0,1.0,0.0,0.0,0.0,FALSE
2.17,250.64,0.2,0.12,17.74,129138.0,1.0,0.0,0.0,0.0,FALSE
2.16,116.96,0.23,0.25,66.46,164642.0,1.0,0.0,0.0,0.0,FALSE
1.92,343.12,0.14,0.12,144.99,181375.0,1.0,0.0,0.0,0.0,FALSE
2.41,550.01,0.13,0.22,1.61,94848.0,1.0,0.0,0.0,0.0,FALSE
1.73,821.59,0.21,0.11,73.14,475505.0,1.0,0.0,0.0,0.0,FALSE
1.9,661.1,0.19,0.16,64.62,63963.0,1.0,0.0,0.0,0.0,FALSE
1.57,570.22,0.15,0.15,41.26,93726.0,1.0,0.0,0.0,0.0,FALSE
2.02,563.29,0.18,0.08,95.66,457821.0,1.0,0.0,0.0,0.0,FALSE
2.42,808.97,0.17,0.16,41.88,425130.0,1.0,0.0,0.0,0.0,FALSE
1.71,861.31,0.21,0.12,139.53,392095.0,1.0,0.0,0.0,0.0,FALSE
2.11,320.16,0.14,0.08,26.78,230035.0,1.0,0.0,0.0,0.0,FALSE
2.26,938.11,0.23,0.14,154.08,194551.0,1.0,0.0,0.0,0.0,FALSE
1.88,839.65,0.16,0.09,162.72,288791.0,1.0,0.0,0.0,0.0,FALSE
2.1,695.94,0.22,0.1,116.65,325689.0,1.0,0.0,0.0,0.0,FALSE
2.46,394.22,0.12,0.2,168.39,488997.0,1.0,0.0,0.0,0.0,FALSE
2.47,495.59,0.19,0.2,141.41,145976.0,1.0,0.0,0.0,0.0,FALSE
1.72,201.46,0.22,0.21,110.44,452890.0,1.0,0.0,0.0,0.0,FALSE
2.49,553.68,0.16,0.24,80.07,15250.0,1.0,0.0,0.0,0.0,FALSE
2.33,255.73,0.24,0.2,120.68,21229.0,1.0,0.0,0.0,0.0,FALSE
2.49,210.51,0.14,0.21,28.03,128146.0,1.0,0.0,0.0,0.0,FALSE
1.58,354.54,0.22,0.12,76.59,353612.0,1.0,0.0,0.0,0.0,FALSE
2.39,905.27,0.17,0.19,44.28,498627.0,1.0,0.0,0.0,0.0,FALSE
2.58,210.79,0.22,0.09,104.24,193603.0,1.0,0.0,0.0,0.0,FALSE
2.11,602.44,0.13,0.13,41.75,35767.0,1.0,0.0,0.0,0.0,FALSE
2.26,648.44,0.11,0.15,137.99,270134.0,1.0,0.0,0.0,0.0,FALSE
2.5,763.16,0.21,0.16,102.78,382816.0,1.0,0.0,0.0,0.0,FALSE
2.45,723.22,0.23,0.17,4.78,479995.0,1.0,0.0,0.0,0.0,FALSE
2.51,482.35,0.11,0.19,32.12,407012.0,1.0,0.0,0.0,0.0,FALSE
2.13,816.97,0.17,0.09,23.03,457959.0,1.0,0.0,0.0,0.0,FALSE
2.62,640.84,0.14,0.1,102.62,80870.0,1.0,0.0,0.0,0.0,FALSE
2.3,626.5,0.24,0.09,134.94,374445.0,1.0,0.0,0.0,0.0,FALSE
1.92,684.0,0.14,0.19,30.74,444908.0,1.0,0.0,0.0,0.0,FALSE
1.95,501.6,0.11,0.16,135.89,9894.0,1.0,0.0,0.0,0.0,FALSE
2.67,154.09,0.16,0.16,62.4,365168.0,1.0,0.0,0.0,0.0,FALSE
2.16,295.48,0.11,0.14,158.96,315522.0,1.0,0.0,0.0,0.0,FALSE
2.03,724.85,0.07,0.13,113.32,455595.0,1.0,0.0,0.0,0.0,FALSE
1.56,388.63,0.1,0.1,175.87,199180.0,1.0,0.0,0.0,0.0,FALSE
2.69,616.47,0.23,0.09,72.49,95129.0,1.0,0.0,0.0,0.0,FALSE
2.1,716.32,0.21,0.1,24.04,317316.0,1.0,0.0,0.0,0.0,FALSE
1.93,770.2,0.21,0.15,88.87,115749.0,1.0,0.0,0.0,0.0,FALSE
2.05,329.74,0.07,0.24,121.58,106262.0,1.0,0.0,0.0,0.0,FALSE
1.95,577.03,0.22,0.21,124.71,449953.0,1.0,0.0,0.0,0.0,FALSE
2.18,698.52,0.21,0.19,105.71,87611.0,1.0,0.0,0.0,0.0,FALSE
1.5,392.92,0.09,0.12,86.34,146514.0,1.0,0.0,0.0,0.0,FALSE
2.38,440.95,0.13,0.22,177.81,468041.0,1.0,0.0,0.0,0.0,FALSE
2.2,905.06,0.16,0.21,87.52,463537.0,1.0,0.0,0.0,0.0,FALSE
1.51,442.8,0.24,0.23,3.29,337351.0,1.0,0.0,0.0,0.0,FALSE
1.94,819.32,0.1,0.12,88.94,18737.0,1.0,0.0,0.0,0.0,FALSE
1.96,674.15,0.22,0.21,161.96,54356.0,1.0,0.0,0.0,0.0,FALSE
2.56,543.6,0.16,0.11,171.3,408360.0,1.0,0.0,0.0,0.0,FALSE
1.52,140.4,0.14,0.07,167.25,56345.0,1.0,0.0,0.0,0.0,FALSE
2.18,423.16,0.1,0.17,175.82,294416.0,1.0,0.0,0.0,0.0,FALSE
2.51,811.47,0.19,0.09,74.82,317548.0,1.0,0.0,0.0,0.0,FALSE
2.42,139.04,0.15,0.18,13.31,353301.0,1.0,0.0,0.0,0.0,FALSE
2.34,400.38,0.07,0.1,153.1,283808.0,1.0,0.0,0.0,0.0,FALSE
1.71,470.13,0.18,0.22,74.77,177735.0,1.0,0.0,0.0,0.0,FALSE
2.66,186.65,0.24,0.12,161.65,443398.0,1.0,0.0,0.0,0.0,FALSE
2.67,714.31,0.2,0.25,24.49,226011.0,1.0,0.0,0.0,0.0,FALSE
2.38,124.57,0.11,0.11,148.04,145502.0,1.0,0.0,0.0,0.0,FALSE
1.71,470.41,0.17,0.19,71.37,155738.0,1.0,0.0,0.0,0.0,FALSE
2.06,177.98,0.08,0.13,38.01,229561.0,1.0,0.0,0.0,0.0,FALSE
2.55,602.68,0.11,0.18,70.26,214206.0,1.0,0.0,0.0,0.0,FALSE
2.55,483.9,0.14,0.14,146.45,256490.0,1.0,0.0,0.0,0.0,FALSE
1.69,758.43,0.22,0.09,82.32,141939.0,1.0,0.0,0.0,0.0,FALSE
2.05,993.41,0.07,0.22,129.25,150636.0,1.0,0.0,0.0,0.0,FALSE
2.68,485.28,0.14,0.15,177.8,298104.0,1.0,0.0,0.0,0.0,FALSE
2.16,422.8,0.2,0.17,168.58,459428.0,1.0,0.0,0.0,0.0,FALSE
2.24,174.21,0.15,0.09,171.61,413452.0,1.0,0.0,0.0,0.0,FALSE
1.65,874.35,0.18,0.16,4.09,347381.0,1.0,0.0,0.0,0.0,FALSE
2.35,292.21,0.09,0.08,138.94,308366.0,1.0,0.0,0.0,0.0,FALSE
2.69,791.4,0.12,0.24,88.49,311446.0,1.0,0.0,0.0,0.0,FALSE
1.71,524.4,0.16,0.23,42.75,5100.0,1.0,0.0,0.0,0.0,FALSE
1.67,841.37,0.19,0.12,76.94,60619.0,1.0,0.0,0.0,0.0,FALSE
1.85,813.49,0.24,0.17,123.75,495958.0,1.0,0.0,0.0,0.0,FALSE
2.11,871.67,0.19,0.1,164.54,391228.0,1.0,0.0,0.0,0.0,FALSE
2.52,829.46,0.13,0.07,64.03,460970.0,1.0,0.0,0.0,0.0,FALSE
1.98,491.03,0.08,0.15,11.94,239569.0,1.0,0.0,0.0,0.0,FALSE
1.6,671.17,0.08,0.23,50.36,357016.0,1.0,0.0,0.0,0.0,FALSE
2.5,275.69,0.2,0.19,108.74,4560.0,1.0,0.0,0.0,0.0,FALSE
2.37,434.87,0.22,0.17,178.67,89092.0,1.0,0.0,0.0,0.0,FALSE
2.17,581.99,0.24,0.21,66.97,498570.0,1.0,0.0,0.0,0.0,FALSE
2.16,539.18,0.16,0.16,7.69,55713.0,1.0,0.0,0.0,0.0,FALSE
2.62,780.55,0.14,0.21,20.56,57978.0,1.0,0.0,0.0,0.0,FALSE
1.53,169.62,0.07,0.19,50.49,372955.0,1.0,0.0,0.0,0.0,FALSE
1.64,933.84,0.12,0.19,69.46,320818.0,1.0,0.0,0.0,0.0,FALSE
2.01,413.81,0.23,0.2,39.88,395111.0,1.0,0.0,0.0,0.0,FALSE
2.47,442.47,0.24,0.07,48.69,397906.0,1.0,0.0,0.0,0.0,FALSE
2.27,437.62,0.2,0.13,123.59,260465.0,1.0,0.0,0.0,0.0,FALSE
1.58,588.47,0.19,0.24,101.39,417959.0,1.0,0.0,0.0,0.0,FALSE
2.51,872.13,0.14,0.24,173.33,300472.0,1.0,0.0,0.0,0.0,FALSE
2.63,450.51,0.24,0.11,17.57,146580.0,1.0,0.0,0.0,0.0,FALSE
1.96,690.4,0.17,0.11,43.01,85829.0,1.0,0.0,0.0,0.0,FALSE
1.84,283.56,0.23,0.17,170.56,57854.0,1.0,0.0,0.0,0.0,FALSE
1.61,574.83,0.12,0.19,101.63,179508.0,1.0,0.0,0.0,0.0,FALSE
1.54,438.45,0.12,0.15,32.96,23683.0,1.0,0.0,0.0,0.0,FALSE
2.53,886.47,0.14,0.11,69.04,407060.0,1.0,0.0,0.0,0.0,FALSE
2.27,675.27,0.14,0.13,170.47,99861.0,1.0,0.0,0.0,0.0,FALSE
1.58,708.78,0.15,0.23,169.08,345006.0,1.0,0.0,0.0,0.0,FALSE
2.14,217.39,0.19,0.13,169.71,161468.0,1.0,0.0,0.0,0.0,FALSE
1.55,392.63,0.24,0.1,153.0,397613.0,1.0,0.0,0.0,0.0,FALSE
2.13,982.77,0.2,0.13,105.5,468414.0,1.0,0.0,0.0,0.0,FALSE
2.62,449.24,0.23,0.22,78.41,122059.0,1.0,0.0,0.0,0.0,FALSE
2.43,378.48,0.17,0.22,70.19,311280.0,1.0,0.0,0.0,0.0,FALSE
2.07,505.91,0.1,0.17,132.61,461101.0,1.0,0.0,0.0,0.0,FALSE
